name,file,sourceUrl
Prismatic Unicorn,Prismatic_Unicorn.png,https://static.wikia.nocookie.net/tibia/images/c/c7/Prismatic_Unicorn.gif/revision/latest?cb=20170828035859&path-prefix=en
Rabbit Rickshaw,Rabbit_Rickshaw.png,https://static.wikia.nocookie.net/tibia/images/a/a2/Rabbit_Rickshaw.gif/revision/latest?cb=20190412004555&path-prefix=en
Racing Bird,Racing_Bird.png,https://static.wikia.nocookie.net/tibia/images/d/d1/Racing_Bird.gif/revision/latest?cb=20140123150924&path-prefix=en
Radiant Raven,Radiant_Raven.png,https://static.wikia.nocookie.net/tibia/images/4/43/Radiant_Raven.gif/revision/latest?cb=20211222154155&path-prefix=en
Rapid Boar,Rapid_Boar.png,https://static.wikia.nocookie.net/tibia/images/9/9e/Rapid_Boar.gif/revision/latest?cb=20140123150953&path-prefix=en
Razorcreep,Razorcreep.png,https://static.wikia.nocookie.net/tibia/images/b/bc/Razorcreep.gif/revision/latest?cb=20150930225641&path-prefix=en
Red Rolling Barrel,Red_Rolling_Barrel.png,https://static.wikia.nocookie.net/tibia/images/e/ed/Red_Rolling_Barrel.gif/revision/latest?cb=20191127192935&path-prefix=en
Reed Lurker,Reed_Lurker.png,https://static.wikia.nocookie.net/tibia/images/5/57/Reed_Lurker.gif/revision/latest?cb=20160610181315&path-prefix=en
Rented Horse,Rented_Horse.png,https://static.wikia.nocookie.net/tibia/images/4/45/Rented_Horse.gif/revision/latest?cb=20140214234231&path-prefix=en
Rift Runner,Rift_Runner.png,https://static.wikia.nocookie.net/tibia/images/e/e4/Rift_Runner.gif/revision/latest?cb=20160102133704&path-prefix=en
Rift Watcher,Rift_Watcher.png,https://static.wikia.nocookie.net/tibia/images/8/82/Rift_Watcher.gif/revision/latest?cb=20210309142643&path-prefix=en
Ringtail Waccoon,Ringtail_Waccoon.png,https://static.wikia.nocookie.net/tibia/images/3/33/Ringtail_Waccoon.gif/revision/latest?cb=20150121210011&path-prefix=en
Ripptor,Ripptor.png,https://static.wikia.nocookie.net/tibia/images/5/5f/Ripptor.gif/revision/latest?cb=20220628143620&path-prefix=en
River Crocovile,River_Crocovile.png,https://static.wikia.nocookie.net/tibia/images/5/57/River_Crocovile.gif/revision/latest?cb=20190510134812&path-prefix=en
Rune Watcher,Rune_Watcher.png,https://static.wikia.nocookie.net/tibia/images/0/00/Rune_Watcher.gif/revision/latest?cb=20210309142821&path-prefix=en
Rustwurm,Rustwurm.png,https://static.wikia.nocookie.net/tibia/images/6/6c/Rustwurm.gif/revision/latest?cb=20210910112641&path-prefix=en
Sanguine Frog,Sanguine_Frog.png,https://static.wikia.nocookie.net/tibia/images/2/2a/Sanguine_Frog.gif/revision/latest?cb=20180313130539&path-prefix=en
Satin Moth,Satin_Moth.png,https://static.wikia.nocookie.net/tibia/images/f/f0/Satin_Moth.gif/revision/latest?cb=20251224191238&path-prefix=en
Savanna Ostrich,Savanna_Ostrich.png,https://static.wikia.nocookie.net/tibia/images/4/44/Savanna_Ostrich.gif/revision/latest?cb=20200708131410&path-prefix=en
Scorpion King,Scorpion_King.png,https://static.wikia.nocookie.net/tibia/images/4/45/Scorpion_King.gif/revision/latest?cb=20170620191336&path-prefix=en
Scruffy Hyaena,Scruffy_Hyaena.png,https://static.wikia.nocookie.net/tibia/images/2/29/Scruffy_Hyaena.gif/revision/latest?cb=20200710120647&path-prefix=en
Sea Devil,Sea_Devil.png,https://static.wikia.nocookie.net/tibia/images/8/85/Sea_Devil.gif/revision/latest?cb=20150512105521&path-prefix=en
Shadow Claw,Shadow_Claw.png,https://static.wikia.nocookie.net/tibia/images/8/82/Shadow_Claw.gif/revision/latest?cb=20161009065315&path-prefix=en
Shadow Draptor,Shadow_Draptor.png,https://static.wikia.nocookie.net/tibia/images/4/4e/Shadow_Draptor.gif/revision/latest?cb=20140214234429&path-prefix=en
Shadow Hart,Shadow_Hart.png,https://static.wikia.nocookie.net/tibia/images/a/af/Shadow_Hart.gif/revision/latest?cb=20141218231700&path-prefix=en
Shadow Sphinx,Shadow_Sphinx.png,https://static.wikia.nocookie.net/tibia/images/f/f9/Shadow_Sphinx.gif/revision/latest?cb=20170923204041&path-prefix=en
Shellodon,Shellodon.png,https://static.wikia.nocookie.net/tibia/images/1/1e/Shellodon.gif/revision/latest?cb=20210612034622&path-prefix=en
Shock Head (Mount),Shock_Head_(Mount).png,https://static.wikia.nocookie.net/tibia/images/b/b4/Shock_Head_%28Mount%29.gif/revision/latest?cb=20140215171835&path-prefix=en
Siegebreaker,Siegebreaker.png,https://static.wikia.nocookie.net/tibia/images/8/83/Siegebreaker.gif/revision/latest?cb=20141218233503&path-prefix=en
Silverneck,Silverneck.png,https://static.wikia.nocookie.net/tibia/images/6/66/Silverneck.gif/revision/latest?cb=20150711000809&path-prefix=en
Singeing Steed,Singeing_Steed.png,https://static.wikia.nocookie.net/tibia/images/5/5f/Singeing_Steed.gif/revision/latest?cb=20210612023634&path-prefix=en
Skybreaker Pegasus,Skybreaker_Pegasus.png,https://static.wikia.nocookie.net/tibia/images/2/25/Skybreaker_Pegasus.gif/revision/latest?cb=20240225123439&path-prefix=en
Slagsnare,Slagsnare.png,https://static.wikia.nocookie.net/tibia/images/c/c1/Slagsnare.gif/revision/latest?cb=20150930225621&path-prefix=en
Snow Pelt,Snow_Pelt.png,https://static.wikia.nocookie.net/tibia/images/2/2e/Snow_Pelt.gif/revision/latest?cb=20161009065328&path-prefix=en
Snow Strider,Snow_Strider.png,https://static.wikia.nocookie.net/tibia/images/c/cd/Snow_Strider.gif/revision/latest?cb=20200117204835&path-prefix=en
Snowy Owl,Snowy_Owl.png,https://static.wikia.nocookie.net/tibia/images/f/f7/Snowy_Owl.gif/revision/latest?cb=20180914123724&path-prefix=en
Soul Phoenix,Soul_Phoenix.png,https://static.wikia.nocookie.net/tibia/images/2/2d/Soul_Phoenix.gif/revision/latest?cb=20251103050553&path-prefix=en
Sparkion (Mount),Sparkion_(Mount).png,https://static.wikia.nocookie.net/tibia/images/f/f1/Sparkion_%28Mount%29.gif/revision/latest?cb=20160415132033&path-prefix=en
Spirit of Purity,Spirit_of_Purity.png,https://static.wikia.nocookie.net/tibia/images/a/af/Spirit_of_Purity.gif/revision/latest?cb=20230622075015&path-prefix=en
Stampor (Mount),Stampor_(Mount).png,https://static.wikia.nocookie.net/tibia/images/a/a0/Stampor_%28Mount%29.gif/revision/latest?cb=20141218234011&path-prefix=en
Steel Bee,Steel_Bee.png,https://static.wikia.nocookie.net/tibia/images/9/92/Steel_Bee.gif/revision/latest?cb=20190523172702&path-prefix=en
Steelbeak,Steelbeak.png,https://static.wikia.nocookie.net/tibia/images/b/be/Steelbeak.gif/revision/latest?cb=20140215164711&path-prefix=en
Stone Rhino (Mount),Stone_Rhino_(Mount).png,https://static.wikia.nocookie.net/tibia/images/c/c7/Stone_Rhino_%28Mount%29.gif/revision/latest?cb=20161103184251&path-prefix=en
Surly Steer,Surly_Steer.png,https://static.wikia.nocookie.net/tibia/images/a/a5/Surly_Steer.gif/revision/latest?cb=20230807224423&path-prefix=en
Swamp Crocovile,Swamp_Crocovile.png,https://static.wikia.nocookie.net/tibia/images/a/ac/Swamp_Crocovile.gif/revision/latest?cb=20190510134812&path-prefix=en
Swamp Snapper,Swamp_Snapper.png,https://static.wikia.nocookie.net/tibia/images/c/c5/Swamp_Snapper.gif/revision/latest?cb=20160610181316&path-prefix=en
Tamed Panda,Tamed_Panda.png,https://static.wikia.nocookie.net/tibia/images/6/62/Tamed_Panda.gif/revision/latest?cb=20140214234443&path-prefix=en
Tangerine Flecked Koi,Tangerine_Flecked_Koi.png,https://static.wikia.nocookie.net/tibia/images/d/d0/Tangerine_Flecked_Koi.gif/revision/latest?cb=20221125092411&path-prefix=en
Tawny Owl,Tawny_Owl.png,https://static.wikia.nocookie.net/tibia/images/6/67/Tawny_Owl.gif/revision/latest?cb=20180914123725&path-prefix=en
Tempest,Tempest.png,https://static.wikia.nocookie.net/tibia/images/c/c6/Tempest.gif/revision/latest?cb=20140723172039&path-prefix=en
The Hellgrip,The_Hellgrip.png,https://static.wikia.nocookie.net/tibia/images/5/58/The_Hellgrip.gif/revision/latest?cb=20140215170319&path-prefix=en
Tiger Slug,Tiger_Slug.png,https://static.wikia.nocookie.net/tibia/images/c/cc/Tiger_Slug.gif/revision/latest?cb=20140214234529&path-prefix=en
Tin Lizzard,Tin_Lizzard.png,https://static.wikia.nocookie.net/tibia/images/c/c2/Tin_Lizzard.gif/revision/latest?cb=20140123151244&path-prefix=en
Titanica,Titanica.png,https://static.wikia.nocookie.net/tibia/images/3/32/Titanica.gif/revision/latest?cb=20140123151318&path-prefix=en
Tombstinger,Tombstinger.png,https://static.wikia.nocookie.net/tibia/images/4/47/Tombstinger.gif/revision/latest?cb=20140215165239&path-prefix=en
Topaz Shrine,Topaz_Shrine.png,https://static.wikia.nocookie.net/tibia/images/6/68/Topaz_Shrine.gif/revision/latest?cb=20220311110445&path-prefix=en
Tourney Horse,Tourney_Horse.png,https://static.wikia.nocookie.net/tibia/images/5/5c/Tourney_Horse.gif/revision/latest?cb=20220818160917&path-prefix=en
Toxic Toad,Toxic_Toad.png,https://static.wikia.nocookie.net/tibia/images/6/6a/Toxic_Toad.gif/revision/latest?cb=20180313130540&path-prefix=en
Tundra Rambler,Tundra_Rambler.png,https://static.wikia.nocookie.net/tibia/images/8/89/Tundra_Rambler.gif/revision/latest?cb=20141130165346&path-prefix=en
Undead Cavebear (Mount),Undead_Cavebear_(Mount).png,https://static.wikia.nocookie.net/tibia/images/8/86/Undead_Cavebear_%28Mount%29.gif/revision/latest?cb=20140123151410&path-prefix=en
Uniwheel,Uniwheel.png,https://static.wikia.nocookie.net/tibia/images/e/e5/Uniwheel.gif/revision/latest?cb=20140214234600&path-prefix=en
Ursagrodon,Ursagrodon.png,https://static.wikia.nocookie.net/tibia/images/b/bc/Ursagrodon.gif/revision/latest?cb=20140215165246&path-prefix=en
Venompaw,Venompaw.png,https://static.wikia.nocookie.net/tibia/images/3/3a/Venompaw.gif/revision/latest?cb=20150430142809&path-prefix=en
Void Watcher,Void_Watcher.png,https://static.wikia.nocookie.net/tibia/images/6/6e/Void_Watcher.gif/revision/latest?cb=20210309142702&path-prefix=en
Voracious Hyaena,Voracious_Hyaena.png,https://static.wikia.nocookie.net/tibia/images/7/7c/Voracious_Hyaena.gif/revision/latest?cb=20200710120647&path-prefix=en
Vortexion,Vortexion.png,https://static.wikia.nocookie.net/tibia/images/4/4d/Vortexion.gif/revision/latest?cb=20160526072655&path-prefix=en
Walker (Mount),Walker_(Mount).png,https://static.wikia.nocookie.net/tibia/images/7/7d/Walker_%28Mount%29.gif/revision/latest?cb=20140613153549&path-prefix=en
War Bear,War_Bear.png,https://static.wikia.nocookie.net/tibia/images/e/e5/War_Bear.gif/revision/latest?cb=20140120205612&path-prefix=en
War Horse,War_Horse.png,https://static.wikia.nocookie.net/tibia/images/e/e7/War_Horse.gif/revision/latest?cb=20140214234637&path-prefix=en
Water Buffalo (Mount),Water_Buffalo_(Mount).png,https://static.wikia.nocookie.net/tibia/images/d/d6/Water_Buffalo_%28Mount%29.gif/revision/latest?cb=20140215164630&path-prefix=en
White Lion (Mount),White_Lion_(Mount).png,https://static.wikia.nocookie.net/tibia/images/3/34/White_Lion_%28Mount%29.gif/revision/latest?cb=20200626180513&path-prefix=en
Widow Queen,Widow_Queen.png,https://static.wikia.nocookie.net/tibia/images/3/36/Widow_Queen.gif/revision/latest?cb=20140123151447&path-prefix=en
Winter King,Winter_King.png,https://static.wikia.nocookie.net/tibia/images/9/9a/Winter_King.gif/revision/latest?cb=20140723164538&path-prefix=en
Winterstride,Winterstride.png,https://static.wikia.nocookie.net/tibia/images/6/6e/Winterstride.gif/revision/latest?cb=20230312155541&path-prefix=en
Wolpertinger,Wolpertinger.png,https://static.wikia.nocookie.net/tibia/images/d/d2/Wolpertinger.gif/revision/latest?cb=20170105185250&path-prefix=en
Woodland Prince,Woodland_Prince.png,https://static.wikia.nocookie.net/tibia/images/c/c7/Woodland_Prince.gif/revision/latest?cb=20141205143537&path-prefix=en
Wrathfire Pegasus,Wrathfire_Pegasus.png,https://static.wikia.nocookie.net/tibia/images/4/4b/Wrathfire_Pegasus.gif/revision/latest?cb=20240225123440&path-prefix=en
Zaoan Badger,Zaoan_Badger.png,https://static.wikia.nocookie.net/tibia/images/a/a9/Zaoan_Badger.gif/revision/latest?cb=20190809124036&path-prefix=en
